country,country_code,year,wage_usd_ppp_const,index_2010=100
United States,USA,2011,71536.739,100.13611657797483
United States,USA,2012,72146.935,100.99026031789865
United States,USA,2013,71827.448,100.54304692902518
United States,USA,2014,72956.685,102.12373692771469
United States,USA,2015,74825.132,104.73916264081251
United States,USA,2016,74951.209,104.91564344419105
United States,USA,2017,75768.867,106.06018956068252
United States,USA,2018,76663.545,107.312547185032
United States,USA,2019,78044.387,109.24543030803491
United States,USA,2020,82783.413,115.87905194966514
United States,USA,2021,84211.21,117.87766201828573
United States,USA,2022,81837.833,114.55544242486137
United States,USA,2023,82078.428,114.89222390672452
United States,USA,2024,82932.937,116.08835353238344
